Insult,Date,Comment,Usage,
1,20120620063410Z,"""What an ass you are...funny I see a lot more of you ""nuts"" in cars then I ever have of pilots in panes...""",,
1,20120530113926Z,"""You can take international law and\xa0 shove it. You are such a schmuck, I don t know why I even comment on your idiotic posts. The ""peace activists"" on the ship started hitting the soldiers with weapons in order to kill the.""",,
0,20120612023024Z,"""Blown is  a little pissy after he applied for a union job and was turned down.  He is just another good republican minion spreading today's message.""",,
0,20120619224557Z,"""If you dont have a teleport and air-mix ups ""you are nothing to me""""",,
0,,"""stop trying to sound like a victim bitches dont understand men dont have the same temper and not the same thoughts go through ur mind than ours.. u put a nigga on da spot get up in his face and start throwing yo stank breath on us believe me u got it coming yal go no right period""",,
0,20120610065027Z,"""robert moroni you fuckin dimwit, do you know what a parody is? It's a fuckin parody of fox news and it sounds accurate to me!""",,
1,20120514051108Z,"""The most evil, callous, vile, creature in all of mythology is your made up god. Stop killing and eating babies, you dirty christard!""",,
0,20120620181659Z,"""Oops! \xa0How embarrassing (for me)... you are right People1st... I bow to the superior movie intellect of your son :)""",,
0,20120612031614Z,"""If you throw trash out your window, you get a yellow star bumper sticker.""",,
0,,"""Once more we see where the soft immigration policy has let the citizens down.... I bet they come from a family who have less education than a retarded hampster yet were given a nice new life in Britain... Reap what you sow....""",,
0,,"""Nope. Not working for me either.32-23-34www.facebook.com/annagillmodel\\n\\n \\n\\nYou have my email! :) """,,
0,20120514051012Z,"""That jump shooting bit gets old.  When you don't get calls on contact and get your shot thrown off you look for separation and you jump shoot.  Especially if you ain't big, which is most teams because bigs and longs are rare/expensive at pro level.""",,
0,20120528033457Z,"""""This was a tough loss for us, right now there are guys blowing each other in the locker room.""\n\n-Scott Brooks""",,
1,20120320210420Z,"""You're a complete and utter moron.""",,
1,20120528221848Z,"""Your still a loser, man we must have really gotten under your skin lol""",,
0,,"""The ignorance here is astounding. Clearly it says in the video that Cleveland was ALREADY convicted of rape and is serving jail time for it. He\\'s GUILTY. She WAS RAPED!! (for all of the morons who\\'ve said ugly statements about her or attacked the veracity of her story) The only determination that this court is trying to make is whether Cash Money should be held liable. I think it\\'s reasonable that when you invite someone to make a professional presentation at YOUR company that YOU provide necessary protections for that individual. I don\\'t care whether Cleveland was employed or just ""a hanger-on"" a professional guest should not have been left unattended in the hands of someone dangerous that was there admittedly with Baby and Slim\\'s knowledge and permission. If you went to a store and were attacked by an employee or a ""friend of the boss"" (who was permitted to hang around premises), would you not hold the company responsible?\\xc2\\xa0""",,
0,20120620153735Z,"""Fuck hard, then fuck slow, then fuck hard, and then start again.""",,
0,20120529130655Z,"""@Axlrodes\xa0Were you here for the Wide Receiver drama?""",,
0,20120611211947Z,"""are you fucking kidding me no mirrors fuck you freesteam""",,
1,20120618200449Z,"""Nothing was confirmed in the 19th century you moron. There was no modern medical science to prove ANYTHING. Dont try to quote from the same period of time that brought us the Spanish Inquisition. You are the lowest of the low, i feel sorry for you.""",,
1,20120619175937Z,"""My best friend who is allergic to wheat, corn, soy, red dye, yellow dye, pistachios, tree nuts, kiwis, cherries, oranges, bananas, and seafood. If she gets anywhere near the smell of seafood her lungs constrict and she can no longer breath. Last week she got cut by a dog leash that had pistachios on it and almost went into anaphylactic. I know a little about food allergies.\xa0\n\nI asked my friend if she thought it was rude and selfish of someone to want food allergies so they could die. She said you are a bitch. So I do not really think it is insulting that she wants food allergies so she can die. I think we're back to you're a bitch.""",,
0,20120527182916Z,"""So not focusing on Boston vs Miami for a minute.... Who's the scarier opponent, SanAn or OKC?""",,
1,20120610162400Z,"""floyd has a better knock out percentage than pacman you dumb fuuuuck""",,
0,20120612082854Z,"""so wat have u bn doing all along if u want to train them nw.we thot yo presence must strengthen the strike force bt proving otherws.shame!!!!!!!!!!!!!!!!!!!""",,
0,20120619014349Z,"""The Dean of Mean is a typical Tory who believes there's one law for him and another one for everyone else.\nBig Steve better get around to firing everyone at Elections Canada and replacing them with Tory hacks before they really get into what the Tories did in the 2011 campaign.""",,
0,,"""Oh fab - we have a tennis player who has a sense of humour and who can smile. Mr Murray please note. Mind you he has left it too late to cheer up. Misery guts""",,
0,20120609183518Z,"""You are repeating yourself, mate.""",,
1,20120612083701Z,"""You are one sick puppy.""",,
0,20120620155324Z,"""Very true, indeed! I've tried to sit down and study for hours straight without any breaks and I'm not nearly as effective as when I take a few breaks.""",,
0,20120611013005Z,"""so da fuck wat if he prasie the devil look where he at keep doin ya thing my nigga""",,
1,20120611204143Z,"""Can I say dick on here?\nYour a dick.""",,
0,20120611171123Z,"""@niemerg1 Right.\xa0 Never said it was fool proof tho.""",,
0,20120609231913Z,"""The wonders of PLASTIC SURGERY <3""",,
0,20120611173531Z,"""Ron Paul / Cynthia Mckinney 2012\nThe all Wacko ticket!\nCalling all Paul sheep to the barn for your daily feeding. Don't forget your wallet!""",,
0,,"""go on move to hollywood, join russell brand and take dan lobe with you""",,
1,,"""The way this fucking hoodrat is standing in that picture is boiling my blood. I'd like to meet this cunt in an alley for a few minutes. Selfish fucking twat.""",,
0,,"""hahaha today a group of Argentine veterans from the Falklands war beat the crap out of a senator of the peronist party, the party in power right now, for using them for political purposes. The people in Argentina are getting tired of this ""show"" the politicians are doing to distract the Argentine population from other far more important problems.""",,
0,20120527181201Z,"""We afford what we HAVE to afford, Marco.""",,
0,20120618223658Z,"""Hey moron ""buttons1994"", Kerry won't be able to bully Obama like Romney bullied a gay boy when he was in prep school by physically assaulting him.\n\nBut the clown Romney won't be able to bully Obama in a debate either, so it's a wash.""",,
0,20120610043304Z,"""and like it matters, you are waiting for next year...I am still living in the playoffs...suck on it loser""",,
0,,"""Should have hung for what he did, this country is all for the monsters that lurk among us!!!""",,
0,20120618200244Z,"""@Childerz\xa0\xa0@koosh12684\xa0\xa0@jwoude23\xa0\xa0@welfarecheese\xa0\xa0@SDL\xa0\xa0@Nonstopdrivel\xa0\n\xa0\nRight on. As long as we are both open and honest about how we come to our own conclusions, I couldn't give a shit if we disagree.""",,
0,20120619001635Z,"""they are pecking him to death he gives up ugly runs""",,
0,,"""@Blaine Jungwirth definitely thought that only deserved a 2, but hey, I takes what I gets!""",,
0,20120620142254Z,"""I can't trend I'm on my iPod touch""",,
0,20120612020610Z,"""This was the JOINT back in the day!\n\nAnd am I the only one who thought Gregory looked like he could be Philip Michael Thomas' brother?  LOL""",,
1,20120503001924Z,"""How old are u 12? \n\nKnicks fan BEEYATCH!!!\n\nNot a Melo ball licker!!!""",,
0,20120529224055Z,"""Anything better than the Grover Norquist, Tea party, Wall Street, corporatist GOP.""",,
1,20120619195231Z,"""BITCH NIGGA YOU NEED AN EYE EXAM, AND EYE GLASSES! CASSIE ONE OF THE FINEST WOMEN ON EARTH!""",,
0,20120609235433Z,"""Are you attempting to be kinky here?\xa0 You have some kind of fetish?""",,
0,20120618204044Z,"""You get the gold star!The best post I've seen on here in months!!Hilarious...Great job,Canadian!PS I think we need you to come down here.I'll sponsor you!!""",,
0,20120530024237Z,"""How old are you?""",,
1,20120612051753Z,"""Nothing worse then a idi0t who smugs because of who he is, Gay""",,
1,20120528043620Z,"""You're a child rapist in NY. You have admitted it MANY times you sick fuck! You have no room to talk.""",,
0,20120529130729Z,"""@J.O. \xa0 The man was a genius.""",,
1,20120611235146Z,"""Anti American piece of-shit you are""",,
1,20120502165117Z,"""Have you be sipping at th e sacramental wine again?\n\nYou really are a dense little dude.""",,
0,20120529093527Z,"""Yes but remember - the government is listening to the views of the owner of Wonga.\n\nWonga will loan your business\xa0money (at astonomical rates)""",,
0,20120530054153Z,"""The tirade isn't what people caused people to dislike her.  Read her comments.  Like this one, ""I know of her story and her husband. We all have stories. I mean, I almost died, and Venus is struggling herself. So, you know, it's life. "" \n\nShe comes across as uncaring and selfish.  On top of that she never gives an opponent any credit--it's always about what SHE did.\n\nI absolutely like Venus--consistently root for her and have for years--but Serena is an absolutely awful person that needs to grow up""",,
0,,"""Stacy C. is right - Dumbama and his fat-ass wife and their cronies have created this atmosphere of govt. interference and what they feel govt entities should be doing.\\xc2\\xa0 Schools and others take their cues from the top down, and when they see this admin. forcing restaurants to publish calories on menus, then they feel they should be doing ""their part"" for their messiah and become food police.\\xc2\\xa0 I cannot believe that a school puts out an approved food list.\\xc2\\xa0\\xc2\\xa0I would be suing.\\xc2\\xa0""",,
0,20120529113543Z,"""GALLUP DAILY\nMay 24-26, 2012 \u2013 Updates daily at 1 p.m. ET; reflects one-day change\nNo updates Monday, May 28; next update will be Tuesday, May 29.\nObama Approval48%-\nObama Disapproval45%-1\nPRESIDENTIAL ELECTION\nObama47%-\nRomney45%-\n7-day rolling average\n\n It seems the bump Romney got is over and the president is on his game.""",,
0,20120612120924Z,"""This is someone whose self-importance got the best of him. If anyone should be fired it would be Tate. This kind of behavior is inexcusable and unbecoming of a man who holds the futures of many employees in his hand.""",,
0,20120530113019Z,"""Don't stand on your porch.""",,
0,20120528204226Z,"""camp has got to come in here and get this guy. this is where you earn your money.""",,
0,,"""You could not be more wrong. The American Tea Party stands for limited government. Fiscal responsibility, and a return to our constitution. The Tea Party when it rallies or protests does it legally with brains. We pay the permits, arrange the events, say our piece, and then clean up and go home. The occupukes on the other hand. Are not only different, they are opposite. They trespass, they steal, they show up without permission. They damage private property, they collect urine and feces to throw on people. They set fires, they smash store windows. They rape young girls. I can go on and on. Oh and the heat, AC and warm beds were all paid for by those people. don't kid yourself that we are not committed to our cause because we are not stupid like you or OWS. There is a right way and a wrong way to do things. You and the occupunks have choosen the later.""",,
0,20120529084343Z,"""Because that is how they get their rocks off. Our government is run by pedophiles who sexually torture children.""",,
0,20120514051009Z,"""He actually said ""what a spoiled bitch I am"".\xa0 I never hated Colton the way most of the posters did, because I felt for him.\xa0 Being gay in a republican family, can only mean that you have been villified.\xa0 He was dismayed that it was men vs women, as that took away any comfort zone he may have had.\xa0 The men didn't welcome him, and when he got power, it went to his ""spoiled bitch"" head.""",,
0,20120610074630Z,"""With inbreeds being the longest running malcontents.""",,
0,,"""Quote from Teresa May ""That is why we have been trying to deport him to Jordan, his home country."" TRYING - Since when does a Sovereign have problems TRYING to deport diseased minded scum like him. Stuff the EU laws and if the UK is \\'fined\\' by the EUSSR for doing this then don\\'t pay it ... and then stop all financial payments to this corrupt experiment. It doesn\\'t work, its broke so listen to the PEOPLE Camoron and have an in or out referendum .. NOW!""",,
0,,"""@nilbymouth \\n\\nYou are right concerning Campbell.  My bad.  The QB carosel has me mixed up.  Anyways, I still don't like Knapp and think we went that road with him once before and do not need to revisit it again.  Cable obviously did not think too high of him if he stripped his playcalling duties and decided to call the plays himself.  If Knapp was truely great at what he does, he would have had some positive influence on this team with his quarterbacks, and in my opinion, he didn't....Carson Palmer needs a guy like Saunders whose offensive connection to him is undeniable...""",,
0,20120529160040Z,"""I'll like your comment too if it makes you feel better.""",,
0,20120610000015Z,"""Why didn't Obama go to Wisconsin and urge the Republicans to abandon their own America form of austerity?""",,
0,20120528195900Z,"""If they deleted his post, I wold surely be banned for my flaming all over Joe. :)""",,
0,20120502062701Z,"""What the hell are you talking about?""",,
0,20120529035417Z,"""people dancing, drinking, having fun at the clubs in miami\n\n""Life is good in miami, Heat won!!!! lets get drunk""\n\n--Heat fans""",,
0,20120515182944Z,"""This is so American. Load of utter 'positive people makes positive lives' fake christian bullshit.\xa0\n\nPut it this way, take 2 for example:Give up complaining. This to me just reads like 'become a walk over'. If we all gave up complaining, nothing great would get done or crap would be accepted. Go into a hairdressers, get a shit haircut for $100. Don't complain because you are a happy, pissed-off with your shit haircut, person who's just been taken for a ride.\xa0Give up the luxury of criticism. For a start it's not a luxury. You can be critical if you want. I believe it is a trait that I enjoy. Why? Many people are idiots. It's the truth. If you are in a job and you don't criticise people who do crap work then you'll have an office/workplace full of people who can't do their job.These are basic personality traits of intelligent people. But I guess retards are happier than all of us.""",,
0,20120609213514Z,"""You're one of my favorite commenters.""",,
0,20120611051049Z,"""dude, it looks NOTHING like the ""fag-box."" It looks more towards PlayStation-meets-Alienware console. It has already been proven that modern consoles continually progress towards a PC. So please take your\xa0idiotically painful comments\xa0elsewhere.""",,
1,20120527231602Z,"""Howe does it feel to be a Freedom Leech parasite?""",,
0,,""".........And all the arseanal fans silently weep into their hankies!!\\n\\nThere's nothing to see here, fellas- he's a free man and still the Spurs manager!\\n\\n \\n\\nUNLUCKY!""",,
0,20120529211852Z,"""Yes  you have to have comedy in your life""",,
1,20120619192139Z,"""Moron, the Latinos are becoming a large voting block you can't just dismissed them like you did with blacks, gay, women and other minorities.\nYou need a majority to win and all whites don't buy your crap""",,
0,20120609171819Z,"""""When Is Bush going to be asked to campaign for Romney. When he does I'll buy you a dinner. I wonder why Bush is NOT  wanted.""\n\nThe BETTER question is why a SITTING PRESIDENT LIKE OBAMA IS NOT WANTED!\n\nNotice he did 7 fundraisers the weekend before the vote all around WIsc. NEVER stopped in WISC.\n\nNotice NO ONE wants his help campaigning?""",,
0,,"""wait till a raptor grabs it in mid air.bad days man.""",,
0,20120610002525Z,"""Have you ever given him props or at least not dissed him out on any thread? I'm not a fan of his movies either but that don't mean I start talking shit on every fucking post..""",,
0,,"""@big_o_other That dynamic has been clear since the teabaggers threw their first tantrum in January of 2009 and Rush declared that he wanted the president to fail.\\\\n\\\\n \\\\n\\\\nThey want the economy to suck. They NEED the economy to suck. This explains their otherwise puzzling legislative choices over the past three years.""",,
1,20120609233435Z,"""You are stuck on stupid obviously...give me a break and don't vote.\nmoron""",,
0,20120619063951Z,"""This man's drunk as fuck, he's on drugs, he's a male prostitute.""",,
1,20120619221729Z,"""who told you that....stupid ask yourself who kick his daughter out of the house at the age 16.....when it's comes protecting weaman you guys the last ppl on earth who can open their mounths..""",,
0,20120612004703Z,"""@Lets_Go_West\xa0try big 100\nthey are dope""",,
1,20120619103111Z,"""Ight ima get in on you mr. Army man or w.e. the fuck you are. I have family fighting on battle field right now atleast 20 members are all juggalos. Just like me you little ick sucking divk whipped bitch. If you have the time to sit here and talk shit about family then you obviously aren't doing your job fighting for our country your busy trying to start another world war with the juggalo family so shut the fuck up and grow a pair you pussy.""",,
0,20120529233441Z,"""You are so correct...the red sox are the worst team.""",,
0,,"""Headlines going to be in a few months, Mark WRIGHT reject back home""",,
0,,"""i didn't watch game so this morning watched sky see what fuss was about, i have to say at times football fans have to put there loyalty to respective clubs aside, what ballotelli did was a disgrace he  won;t admit it but that was deliberate and has no place  in football i will be amazed if he isn't banned""",,
1,20120611091050Z,"""Are you retarded? You think Iraq & Afghan were avenging deaths? Lol.. get yourself checked buddy.. even bush would laugh at you...\n\nThere is a reason why we are proud of India.. cuz we are not like US or Israel who will or can go to war at the drop of a hat.. on the long run even that is proving costly to them..\xa0\n\nSo wake up.. We are talking about Music here not War.. you dumb moron""",,
0,20120612092607Z,"""No matter how great your body looks, there's\xa0something pathetic, desperate and trashy\xa0about a woman that old acting like that!!""",,
1,20120529090040Z,"""piiisii ... apparently knows nothing about cold facts\n\nRepublican Trolls make us all sick with their non factual crap\n\nYou can cry until 2016 ... your lies mean nothing to intelligent people""",,
0,20120610200600Z,"""The bad part of the story is the dumb redneck Republicans, like yourself.\n\nNot sure if these folks are sociopaths like you, though, so you're probably a downgrade from them...""",,
1,20120320200133Z,"""You as stupid as you were yesterday.""",,
0,,"""""I may never see the light of day again"".....He should NEVER see the light of day again! Twisted beyond belief. You couldn\\'t do what he did to a dog, let alone another human being.  """,,
1,20120619024452Z,"""There are a lot of morons posting on this site but you are in a class all by yourself.""",,
1,20120618204027Z,"""You are a Moron.""",,
0,20120611233921Z,"""How the fuck do you have Orange Beef but not Orange chicken?""",,
1,20120612023153Z,"""suck my dick yeaah babby pussy""",,
1,20120515161425Z,"""Autumn..... You are, and Idiot. \n\nRed Flag #102 - Girls with No sense of Humor.""",,
0,20120529213135Z,"""Eli MAnning, Brett Favre, John Elway""",,
0,,"""if she won't sleep with you, you could probably just force yourself on her and any reasonable judge would take that tattoo as a permission to date rape stamp""",,
0,20120609174056Z,"""Holder and Obama will be hit back from all directions and 1000 times as hard. Dozens inside the DOJ and the WH who have dignity and patriotism will turn on them both like rabid dogs. This administration is goind down and right into federal prison. Nothing can stop it now. Nothing at all. The people are pissed off and out for heads.\n\nHolder = Peice of Shit\n\nObama = Fucked Up Sociopath""",,
0,20120611184459Z,"""SO IS A SKUNK HALF BLACK AND HALF WHITE AND THEY BOTH STINK. WHY DO B L A C K PEOPLE STINK, SO BLIND PEOPLE CAN H A T E\nTHEM TOO. LOL""",,
0,20120618194105Z,"""I wonder if that'd stand up in court. ""He might have killed someone, but fuck me he can play cricket!"" He was a prick.""",,
0,20120530131336Z,"""They're not. The PG proposal is a list of people who have committed crimes with a gun. Not a way to register guns. (is no one else\xa0disturbed\xa0by the idea of the government maintaining lists of people they don't like. Cue '""you know who else had lists of people they don't like"" jokes in 3..2...)""",,
0,,"""@David @Cyberduckie You know, if you stick a screw driver in your mouth and bang on your fillings, you might be able to pick up an Easy Listening channel.""",,
1,20120619232324Z,"""That's because you're a nobody.""",,
0,,"""The Korem foundation will never see another dollar from me.""",,
0,20120620051425Z,"""I just did it, but for some reason it's not registering, maybe needs some time.""",,
0,20120609235207Z,"""I could be as effective (ineffective) as Huff.""",,
1,20120610074041Z,"""Yo this my nigga right here! my n my boi lil b fuck bitches on the regular, we fucking everyone bitches. tell yo boys that yo bitches aint safe when Mel Gibson n Lil B rollin out on a bitch hunt""",,
0,20120529135802Z,"""oh hey, I have yousaid.it if you like.""",,
0,,"""\\xc2\\xa0""It means the world isn\\'t changing, it means the world has already \\nchanged,"" Steven Goldstein, chairman of the gay rights group Garden \\nState Equality.\\xc2\\xa0 BUT, right is right and wrong is still wrong!""",,
0,20120619141750Z,"""OMG! Are you a VS Girl also????!!!\n\nDid you hit up the semi annual sale? I went fucking crazy!!""",,
1,20120620062056Z,"""You are incredibly stupid....""",,
0,20120611235930Z,"""@SlipResistantShoes\xa0In a few years, they'll make a damn movie about it?\n\xa0\nUncle Daddy Rides Again?""",,
0,20120619000810Z,"""I like you aggie.""",,
0,20120527185724Z,"""obamawon due to the media not doing their jobs ,we still know nothing about obama and its almost 4 years later why ?""",,
0,20120619015707Z,"""God bless you, and may you live a long and fruitful life and spread your wisdom.""",,
0,20120620171007Z,"""HA. I'm glad you are Pena's girl, you know he really wants to play for the Red Sox. He's from Boston and went to Northeastern but got cut by the sox and he's terrible. haha. You have zero valid points.""",,
0,,"""I am a moderate. I am fiscally conservative but am moderate on the social issues. The Republican Party is no longer the party of Goldwater, Teddy Roosevelt\\xc2\\xa0 nor even Reagan. The GOP is the party of Jerry Falwell, Tony Perkins and people like Michelle Bachmann. \\nBecause I am gay and can not find a place in the GOP, I voted for Obama in '08. \\nHowever, this year I\\xc2\\xa0am considering voting for Romney this year. \\nRepublicans better hope Romney gets the nomination because Santorum would be handing the election to Obama. Santorum is\\xc2\\xa0SCARY conservative. He wants the government to be all up in peoples' business and I wouldn't be surprised if a President\\xc2\\xa0Santorum created a Morality Police.\\nI believe the majority of Americans are moderate and what this country needs is a moderate. I am so tired of us swinging from extreme left to extreme right and back again.""",,
1,20120609203104Z,"""Why did you do that?"" ""Because you smell like dog poo. You're so stupid, just like dog poo. You're made outta poo!""",,
0,20120620132202Z,"""The Democrats would sell out our young job seekers for a handful of illegal votes and a 50 cent tomato.""",,
0,20120619180350Z,"""pass on grass and pass on rainbows and wings""",,
0,20120620180456Z,"""You wouldn't know a failed policy if it sent you and all your neighbors to the poorhouse.""",,
0,20120502155618Z,"""""But Jack from Raleigh wasn't done. He came back with this bit of furious grammatical genius:""\n""Holy hell, Jack. Calm down.""\n\nGOD D@MN HILARIOUS!\n\nWho writes your material GraziD?  \n\nMM never even acknowledged we were here (well accept when Uber ticked him off)  GraziD not only interacts with us, he calls you dumb when you're being dumb... right beeaner?""",,
0,20120528051839Z,"""Maybe Republicans can't use filibusters in Union votes to grind all decisions to a halt.\n\n60% is probably enough to win elections there.""",,
0,,"""@Dan_tm@noBjustRyan a funny thing happened on the way to that forum, but all the optimists were too happy to notice. """,,
1,20120618205159Z,"""yeah I'm pathetic but your the idiot going around trolling other teams pages. Why don't you get f#$@ing life you little sh1thead.""",,
0,,"""Ron Paul could start his own third party tomorrow and suck a large percentage of Democrats, Republicans, Libertarians and Independents with him.  You think Ross Perot was bad?  Ron Paul might even challenge to win running as a 3rd Party candidate!""",,
0,20120612114712Z,"""We can tell by their mugshots who is Pinky and who is Brain...lol""",,
1,,"""ugly bitch go prostitute yourself so dat you can buy a big enough pant bottom to cover your gigantic ass """,,
0,,"""If you want to lick Jewish ass, go do it in Jerusalem. but stop using this country you Israel-first traitor.""",,
0,20120612050335Z,"""Agreed... you come on here to proclaim a useless point to who? the CNN community? Parasites that have nothing else better to do then trying to make a valid point to....who????""",,
0,20120618202653Z,"""@SDL Unless that happened by chance...""",,
0,20120529210206Z,"""Are you edge-triggered or level-triggered?""",,
0,20120528164632Z,"""Nice smelling...er, spelling sphincter""",,
0,20120612142256Z,"""How do you know?\n\nBesides who says everyone has to have Moral Standards based on my Gardener?""",,
0,,"""Too bad that wouldn't do anything about the gay American citizens found in all 49 other states.""",,
0,,"""Mr Cagape, the things you\\'ve listed are true but only the tip of an iceberg.\\nI\\'ve been in Hong Kong for two years now, and the longer I stay here, the more I hate this place. \\xc2\\xa0It\\'s horribly crowded, which leads to plenty of rude people and deathly polluted air. \\xc2\\xa0It\\'s ridiculously expensive, and even so, the nicer (and expensive) restaurants are always booked out and the services are shit. \\xc2\\xa0It\\'s superficial; if you are or want to be a nice person, you will always get taken advantage of, unless you dress in such a way that says ""I\\'m rich"" on your forehead. \\xc2\\xa0Even if you are rich, like some of the Chinese mainlanders that rush into the city for a weekend shopping spree, you will still get treated like shit. \\xc2\\xa0I don\\'t get why people love Hong Kong so much. \\xc2\\xa0It may look civil on the outside, but on the inside, it\\'s rotten to the core. \\xc2\\xa0It\\'s just capitalism, you may say, but I don\\'t see it in the US, and I don\\'t even see it in China mainland (which contrary to what they argue, is very much capitalist). \\xc2\\xa0Living here doesn\\'t make me rich, it makes me pull OT everyday, put up with selfish rude people everywhere, and pay ridiculously high rent for a tiny apartment every month. \\xc2\\xa0If I live here for another two years, I will become so bitter that I might just fit in.""",,
0,20120612051458Z,"""Yeah I know, I am being a troll on purpose. I still and will always be known as JSKop. I do not have to change my account every few days because I'm awesome like that. I can troll one day and the next be taken seriously by everyone.""",,
0,20120515172041Z,"""""""You all, including your son, deserve a slow, painful, and miserable death.""""\n\nThat's how Zimmerman stands his ground.""",,
0,20120619220205Z,"""If you wrap your computer in foil you can stop them from taking your posts down.""",,
0,,"""she is ugly so she would complain """,,
0,20120527204604Z,"""Operation DICS:\n\n'Distract Investors from Crashing Stock'""",,
0,20120529031845Z,"""Actually the Packer still have the rights to Jolly.""",,
0,20120612120920Z,"""From your computer through their website.""",,
0,20120611212958Z,"""This is what I wore to the most recent wedding I attended, which was a daytime, black tie optional affair:\xa0http://i.imgur.com/pmQKn.jpg. I think I looked glamorous as fuck.""",,
0,,"""Pig noesed / no talent jack.. This guy should get the worst actor award every year.""",,
0,20120619122806Z,"""And the last day is upon us. Will I be the lucky one? Doubt it, but it's still a sexy piece of hardware!""",,
0,20120612011146Z,"""Uh,if the autopsy plus the exam of the girl prove that he WAS raping the daughter, then he was caught red-handed, which doesn't fall under the category ""innocent until proven guilty."" If you wouldn't do the same thing in that father's shoes, then you don't have children.""",,
0,20120528200032Z,"""come on Sweeney show us again man""",,
0,,"""Its going to be difficult to lose weight in 7 days. Honestly, most of the weight that you'll lose is going to be water and maybe a little bit of muscle and fat if you are very careful with your calories. You can also be certain that you'll gain it back again once you get of the diet. I'd recommend that to take it slow and easy so you can see the long-term benefits. \\n\\n \\n\\nI've personally lost 180lbs since Dec 2009. My blood pressure was 160/110, now its 120/80. My cholesterol was 256 mg/dL, now its 176mg/dL. I'm no longer Pre-Diabetic and I'm in the best shape of my life. It wasn't easy but I can say that everyone can do it if they have the right program.\\n\\n \\n\\nIf you're interested in my story please head over to Zdiets.net\\n\\n \\n\\nCheers.\\n\\n \\n\\nRyan E. Parker""",,
1,20120610122728Z,"""You're a pussy ass punk.""",,
0,20120530020342Z,"""Apparently Hickson has said he will take the min to play with LeBron again.. Good bench player for the Heat.""",,
0,20120529143641Z,"""Simply terrible.\xa0 Cop should be fired.""",,
0,20120611225506Z,"""very sorry about robin, however I can guarantee that if this was a story about just your average person it wouldn't be getting this much attention. sorry if its offensive but tough shit its the truth and you all know it.""",,
1,20120529025307Z,"""haha...atleast get your insults straight you idiot!!....""",,
0,20120530142652Z,"""O' Neil ---\n\nHold your ground!!  Don't admit to\nsomething you did not do to satisfy an outward AGENDA by those who\nwant to conform to international racing for their own profit!  Yes,\nyou have violations, as many other trainers do, BUT, you are the\ncenter of attention right now --- NO BETTER PERSON TO ATTACK!!!  You\nlive in a faulty generation caught up in personal transference of\nwrongdoing by the general public focused on lack of commitment to\nthemselves, family, and country!\n\nDoug, just look around you and see what\nthe present day ideology has done to our country, NOW, they want YOU\nto become part of that same agenda in the sports world --- DON'T DO\nIT!!  The people around you know you for who you really are ---\nforget about the deadbeats, and the press, who themselves should be\nashamed of their lack of responsibility to the people of this\ncountry!  Focus on winning the Triple Crown --- YOUR WAY!!  You've\ncome this far on your own, stay that way!!  Good Luck --- the \u201cTRUE\u201d\nfans will support you for who you are, not what others want to make\nof you.""",,
0,20120530142522Z,"""Hey Cameren, I just met you, and this is crazy, but here's my number, so call me maybe""",,
0,20120530004342Z,"""I stand corrected that was the memphis series but they beat the heat in 6, then this yr okc swept mavs due to player improvement""",,
0,20120619134407Z,"""The guy is an idiot if he sticks his dick around without protection.""",,
0,20120620140508Z,"""Oh please, spare us your fantasies.""",,
0,20120609181040Z,"""Well, no. Generally if I consider someone a tramp I have no desire to look at their sex pictures.\n\nWhat's your excuse?""",,
1,20120609183559Z,"""I still dont see why half of you niggas click on every video that he post on wshh just to hate. If he so wack why the fuck you even click the video. #BASED""",,
1,20120610070026Z,"""i bet you are a white devil or cracker""",,
0,20120530020330Z,"""A Combination, he is a drunk we all welcome but has a crazy streak""",,
0,,"""Yep, and that means that you would have to find another cash cow to suck the teats of...Nothing but a leach so give it up...........""",,
0,20120530053242Z,"""Sounds like a medical condition.""",,
1,20120611232142Z,"""You are human garbage.""",,
0,20120529024542Z,"""I dont know about a high chance, but definitely a chance.""",,
0,20120610015101Z,"""Your little girl will probably look just like her :) lol""",,
0,20120612015926Z,"""@hockeybelle\xa0he is so wrecked physically right now. \xa0THere's definitely something wrong with him. \xa0You can't really use the ""lazy"" excuse anymore because he was pretty great for most of the playoffs""",,
1,20120620000945Z,"""We'll leave the fanaticism to morons like you, criminal.""",,
1,,"""Can we have your address so that when you die we can all come and pay our respects, and then urinate into your urn before they flush it?""",,
0,20120612004256Z,"""If only it could be your rectum, right?""",,
0,,"""LOL....and he told them to go suck your man child messiah's big toe.....\\n\\n\\nLOL....""",,
0,20120529232226Z,"""Finally? Where have you been the past few years? Phils played hurt in 2010 and 2011.""",,
0,20120619225235Z,"""That takes more strength than the father in the story would ever know. Much respect to you.""",,
0,,"""....he should be punished in some way obiously, just because he's in the SAS shouldn't make him untouchable!! unquote\\n\\n \\n\\n \\n\\nHe has been punished plus he will get done by the army...in the Forces you get done twice...once by the civil courts then by military justice (if I may use those terms together as you are guilty until proven even more guilty!)""",,
0,20120610095854Z,"""dcjohn: have you heard some of the white folks down in good ""ole"" louisiana speak? if you turn your backs you can not tell one from the other. it has to do with location and where you are born mostly. come to my state also, some of sound like our friends from the ""hills"". there is no such thing about being ignorant or uneducated just because you have an unusual accent.blacks speak in all languages depending on where they are from; from the Queen's  english to french, or gullah, or islander or spanish. blacks are very adaptible where as other groups are a ""closed knit bunch"".""",,
